 DATE,                                     CHEMICAL ANALYSIS,,,,,,,,Avl. lime,Basicity  (B2),     SCREEN  ANALYSIS,,,,,%MPS,TI,RDI,RI,MgO/Al2O3
,%T(Fe),%FeO,%CaO,%MgO,%SiO2,%Al2O3,%K2O,% P,Avl. lime,Basicity  (B2),%+40MM,%40+25MM,%25+10MM,%10+5MM,%5 MM,%MPS,TI,RDI,RI,MgO/Al2O3
15-Jul-24,52.16,10.58,13.30,2.05,6.32,3.30,0.09,0.09,6.98,2.11,8.23,9.70,43.79,31.92,6.35,17.07,79.08,23.20,70.72,0.62
16-Jul-24,52.11,10.54,13.40,2.02,6.35,3.29,0.08,0.09,7.05,2.11,8.18,9.53,43.56,32.42,6.32,16.99,78.97,22.80,71.25,0.61
17-Jul-24,52.14,10.38,13.44,2.00,6.31,3.28,0.08,0.09,7.13,2.13,8.20,9.49,43.59,32.34,6.39,16.98,78.88,23.10,70.52,0.61
18-Jul-24,52.92,10.49,12.88,1.94,6.10,3.07,0.08,0.08,6.78,2.11,7.95,9.97,44.26,31.79,6.04,17.10,79.74,22.50,70.90,0.63
19-Jul-24,53.14,10.37,12.72,1.94,5.90,3.02,0.08,0.08,6.82,2.16,8.36,10.30,44.47,30.98,5.89,17.36,79.82,22.30,71.02,0.64
20-Jul-24,53.11,10.51,12.70,2.02,5.93,3.03,0.08,0.09,6.78,2.14,8.05,10.11,44.10,31.60,6.15,17.15,79.37,22.60,71.24,0.67
21-Jul-24,53.15,10.47,12.55,2.14,5.98,3.02,0.08,0.08,6.57,2.10,8.23,9.86,44.76,31.22,5.93,17.23,79.69,22.20,71.46,0.71
22-Jul-24,53.08,10.55,12.67,2.13,5.95,3.01,0.08,0.09,6.72,2.13,8.54,10.04,43.34,31.80,6.29,17.23,78.41,22.70,70.96,0.71
23-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
24-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
25-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
26-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
27-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
28-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
29-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
30-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
31-Jul-24,,,,,,,,,,,,,,,,,,,,#DIV/0!
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Aug-24,52.86,10.23,12.87,2.08,6.08,3.06,0.08,0.09,6.79,2.12,9.10,10.94,44.18,30.50,5.28,17.80,,,,0.68
2-Aug-24,52.50,10.41,13.17,1.98,6.26,3.15,0.09,0.09,6.91,2.11,8.35,10.46,42.63,32.23,6.33,17.20,78.87,22.60,69.82,0.63
3-Aug-24,52.94,10.54,12.84,1.98,6.02,3.04,0.09,0.09,6.82,2.13,7.72,9.31,44.08,32.43,6.47,16.80,79.24,23.10,70.26,0.65
4-Aug-24,53.80,10.48,12.20,1.91,5.71,2.87,0.08,0.08,6.49,2.14,8.37,9.74,42.00,33.34,6.56,16.95,79.00,23.10,69.04,0.67
5-Aug-24,54.04,10.37,11.81,1.96,5.66,2.94,0.08,0.08,6.15,2.09,7.64,9.64,42.87,33.26,6.59,16.73,79.61,22.60,69.88,0.67
6-Aug-24,54.06,10.47,11.67,2.01,5.62,2.94,0.08,0.09,6.06,2.08,8.20,9.47,42.69,33.06,6.59,16.88,79.63,22.50,70.05,0.68
7-Aug-24,53.32,10.53,12.17,2.01,5.95,3.05,0.08,0.09,6.22,2.05,8.12,9.39,43.61,32.47,6.41,16.93,78.14,23.20,70.58,0.66
8-Aug-24,52.50,10.57,13.06,1.97,6.22,3.33,0.08,0.09,6.83,2.10,7.94,9.14,43.33,33.08,6.51,16.77,77.81,22.60,71.34,0.59
9-Aug-24,52.12,10.30,13.36,1.94,6.39,3.40,0.08,0.09,6.97,2.09,7.80,9.57,43.01,33.11,6.52,16.79,78.23,23.20,70.52,0.57
10-Aug-24,51.94,10.46,13.47,1.98,6.51,3.42,0.08,0.10,6.96,2.07,7.69,9.13,43.26,33.29,6.64,16.66,78.54,23.00,70.02,0.58
11-Aug-24,52.15,10.42,13.31,2.00,6.44,3.39,0.08,0.09,6.87,2.07,8.36,9.91,42.44,32.83,6.47,17.03,78.50,23.20,70.77,0.59
12-Aug-24,52.11,10.57,13.40,1.99,6.44,3.40,0.08,0.09,6.96,2.08,8.19,9.36,43.11,32.72,6.62,16.89,78.76,23.00,69.90,0.59
13-Aug-24,52.09,10.53,13.39,2.00,6.41,3.38,0.08,0.09,6.99,2.09,8.17,9.18,43.25,32.70,6.70,16.85,79.07,23.00,70.81,0.59
14-Aug-24,52.10,10.38,13.34,2.04,6.43,3.38,0.08,0.09,6.91,2.07,8.69,10.26,42.92,31.92,6.22,17.17,79.13,23.00,71.91,0.60
15-Aug-24,52.11,10.34,13.28,2.06,6.32,3.39,0.08,0.09,6.96,2.10,8.20,9.62,43.84,32.24,6.10,17.06,78.52,23.50,71.06,0.61
16-Aug-24,52.10,10.36,13.36,1.99,6.30,3.35,0.08,0.09,7.06,2.12,8.40,9.45,43.87,31.95,6.44,17.09,78.67,23.30,70.82,0.59
17-Aug-24,52.09,10.38,13.36,2.00,6.32,3.35,0.08,0.09,7.04,2.12,7.63,9.60,43.60,32.64,6.54,16.80,79.33,23.10,71.94,0.60
18-Aug-24,52.09,10.44,13.43,1.95,6.37,3.39,0.08,0.09,7.06,2.11,8.03,9.83,43.17,32.99,5.99,16.99,79.12,23.00,70.91,0.58
19-Aug-24,52.08,10.31,13.38,2.04,6.40,3.40,0.08,0.09,6.98,2.09,8.19,9.98,42.90,32.76,6.17,17.05,78.13,23.40,70.02,0.60
20-Aug-24,52.21,10.52,13.31,2.01,6.33,3.29,0.08,0.09,6.98,2.10,7.65,9.57,43.89,32.32,6.58,16.82,78.90,22.60,70.36,0.61
21-Aug-24,52.37,10.29,13.29,2.05,6.30,3.23,0.09,0.08,6.99,2.11,8.23,10.01,42.68,32.77,6.31,17.04,77.21,23.00,69.80,0.63
22-Aug-24,52.81,10.42,12.83,1.98,6.14,3.20,0.08,0.08,6.70,2.09,8.20,9.82,43.01,32.80,6.17,17.02,,23.20,,0.62
23-Aug-24,52.91,10.40,12.88,1.99,6.08,3.08,0.08,0.08,6.80,2.12,7.85,9.64,42.81,33.09,6.61,16.80,78.88,22.60,69.38,0.65
24-Aug-24,53.01,10.40,12.79,1.99,5.99,3.02,0.08,0.08,6.80,2.14,8.10,9.57,43.02,32.85,6.47,16.91,78.58,23.40,69.82,0.66
25-Aug-24,52.97,10.25,12.83,1.98,6.09,3.02,0.08,0.09,6.75,2.11,7.67,9.35,43.88,32.62,6.49,16.77,78.19,22.80,70.14,0.65
26-Aug-24,52.98,10.39,12.79,1.96,6.07,3.04,0.08,0.09,6.72,2.11,8.03,9.48,43.76,32.31,6.42,16.94,78.98,22.60,70.46,0.64
27-Aug-24,52.99,10.30,12.83,1.95,6.05,3.08,0.08,0.09,6.78,2.12,8.29,9.52,43.64,32.29,6.26,17.04,78.41,23.20,71.40,0.63
28-Aug-24,53.00,10.36,12.81,1.95,6.07,3.06,0.08,0.09,6.74,2.11,8.62,9.64,42.11,33.25,6.38,17.04,79.29,22.80,70.68,0.64
29-Aug-24,53.02,10.36,12.77,1.94,6.05,3.06,0.08,0.09,6.71,2.11,8.59,9.53,42.83,32.68,6.39,17.07,79.58,23.40,70.08,0.63
30-Aug-24,53.01,10.42,12.78,2.02,6.03,3.03,0.08,0.08,6.75,2.12,7.81,9.39,43.87,32.42,6.50,16.84,78.81,22.60,70.48,0.67
31-Aug-24,52.99,10.47,12.89,1.95,6.07,3.03,0.08,0.09,6.82,2.12,7.64,9.40,44.27,32.33,6.36,16.82,79.45,23.00,71.08,0.64
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Sep-24,52.96,10.36,12.84,1.98,6.03,3.11,0.08,0.09,6.81,2.13,7.26,9.41,44.33,32.40,6.61,16.67,79.12,22.80,71.48,0.64
2-Sep-24,52.93,10.39,12.81,2.01,6.10,3.08,0.08,0.09,6.72,2.10,8.56,9.82,42.73,32.63,6.27,17.12,78.68,22.90,70.52,0.65
3-Sep-24,52.98,10.42,12.77,2.04,6.06,3.03,0.08,0.09,6.71,2.11,7.88,9.67,44.31,31.81,6.33,16.99,78.61,23.10,71.38,0.67
4-Sep-24,52.91,10.32,12.84,1.99,6.09,3.06,0.08,0.09,6.75,2.11,8.07,9.73,43.27,32.56,6.38,16.97,78.19,23.50,70.78,0.65
5-Sep-24,52.95,10.36,12.83,2.01,6.10,3.05,0.08,0.08,6.74,2.11,8.00,9.40,43.43,32.98,6.18,16.88,78.91,23.40,71.12,0.66
6-Sep-24,52.95,10.37,12.85,1.97,6.06,3.08,0.08,0.09,6.78,2.12,7.91,9.51,43.12,32.90,6.56,16.83,78.62,23.40,70.82,0.64
7-Sep-24,52.91,10.36,12.89,1.98,6.08,3.04,0.08,0.09,6.81,2.12,8.49,10.21,42.59,32.54,6.17,17.18,79.36,23.20,70.20,0.65
8-Sep-24,52.92,10.47,12.85,2.01,6.04,3.03,0.08,0.09,6.81,2.13,7.95,9.52,43.68,32.57,6.28,16.91,78.86,23.00,70.79,0.66
9-Sep-24,52.93,10.41,12.88,1.97,6.04,3.02,0.08,0.09,6.84,2.13,8.08,9.60,43.34,32.72,6.25,16.95,78.31,23.30,69.82,0.65
10-Sep-24,52.96,10.46,12.82,2.00,6.05,3.02,0.08,0.08,6.77,2.12,7.89,9.85,43.86,32.28,6.13,17.00,78.81,23.20,70.24,0.66
11-Sep-24,53.00,10.51,12.79,1.98,6.04,3.04,0.08,0.08,6.76,2.12,8.74,9.92,43.35,32.00,5.99,17.29,79.01,23.50,70.16,0.65
12-Sep-24,52.97,10.35,12.81,2.00,6.04,3.03,0.08,0.08,6.77,2.12,7.87,9.55,43.85,32.59,6.15,16.92,78.92,23.00,70.98,0.66
13-Sep-24,52.95,10.37,12.82,1.97,6.07,3.00,0.08,0.09,6.76,2.11,7.68,9.41,43.57,32.84,6.50,16.77,79.36,22.60,70.10,0.66
14-Sep-24,52.96,10.41,12.78,1.99,6.04,3.00,0.08,0.09,6.74,2.12,7.34,9.62,43.89,32.77,6.38,16.73,78.73,22.80,70.58,0.66
15-Sep-24,52.96,10.36,12.83,1.97,6.05,3.05,0.08,0.09,6.78,2.12,7.90,9.81,43.45,32.53,6.32,16.94,78.45,23.20,71.04,0.65
16-Sep-24,52.97,10.33,12.79,2.01,6.06,3.04,0.08,0.08,6.73,2.11,7.12,9.98,44.05,32.50,6.35,16.75,78.66,22.80,70.52,0.66
17-Sep-24,52.99,10.43,12.80,1.98,6.05,3.01,0.08,0.09,6.75,2.12,7.99,9.55,43.75,32.56,6.17,16.95,79.11,23.20,70.24,0.66
18-Sep-24,52.94,10.37,12.82,2.04,6.04,3.03,0.08,0.08,6.78,2.12,7.52,9.46,43.63,32.99,6.40,16.73,78.68,23.10,70.32,0.67
19-Sep-24,52.95,10.45,12.82,2.00,6.04,3.05,0.08,0.09,6.77,2.12,7.75,9.47,43.52,32.92,6.35,16.81,78.64,22.80,70.21,0.66
20-Sep-24,52.95,10.34,12.85,2.00,6.04,3.05,0.08,0.09,6.81,2.13,7.76,9.50,43.59,32.78,6.38,16.83,78.59,23.20,70.54,0.66
21-Sep-24,52.91,10.38,12.80,2.04,6.01,3.08,0.08,0.08,6.79,2.13,7.92,9.63,43.47,32.66,6.33,16.91,78.85,22.90,69.92,0.66
22-Sep-24,52.84,10.35,12.84,2.08,6.05,3.08,0.08,0.09,6.79,2.12,7.01,9.01,44.73,32.85,6.40,16.53,78.48,23.10,69.12,0.68
23-Sep-24,52.97,10.46,12.78,2.00,6.02,3.07,0.08,0.09,6.76,2.12,7.92,9.74,43.66,32.34,6.35,16.95,78.56,22.80,70.58,0.65
24-Sep-24,52.98,10.48,12.84,1.97,6.02,3.03,0.08,0.08,6.82,2.13,7.82,9.77,43.89,32.23,6.30,16.95,79.31,22.95,70.47,0.65
25-Sep-24,52.94,10.41,12.83,1.99,6.01,3.04,0.08,0.08,6.82,2.14,8.26,9.54,43.37,32.47,6.36,17.00,78.87,23.25,71.58,0.66
26-Sep-24,52.95,10.44,12.83,2.00,6.02,3.02,0.08,0.08,6.81,2.13,7.53,9.36,44.56,32.34,6.21,16.81,78.97,23.30,70.89,0.66
27-Sep-24,52.95,10.30,12.85,2.00,6.03,3.03,0.08,0.09,6.82,2.13,8.00,9.36,43.39,32.88,6.38,16.86,79.33,23.00,70.18,0.66
28-Sep-24,52.94,10.42,12.84,2.02,6.05,3.04,0.08,0.08,6.78,2.12,8.36,9.89,42.99,32.48,6.29,17.09,79.34,23.20,70.72,0.66
29-Sep-24,52.92,10.27,12.87,2.05,6.08,3.04,0.09,0.09,6.79,2.12,7.74,9.10,43.33,33.26,6.58,16.68,,,69.94,0.67
30-Sep-24,52.95,10.40,12.85,1.97,6.04,3.06,0.08,0.08,6.81,2.13,8.14,10.14,43.28,32.24,6.19,17.11,78.62,,,0.64
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Oct-24,52.92,10.29,12.87,2.00,6.08,3.08,0.08,0.09,6.79,2.12,7.83,9.52,43.37,32.81,6.48,16.83,79.69,23.20,70.62,0.65
2-Oct-24,52.93,10.39,12.83,2.02,6.05,3.06,0.08,0.08,6.78,2.12,7.88,9.45,43.91,32.60,6.17,16.90,79.33,23.30,71.05,0.66
3-Oct-24,52.95,10.39,12.85,1.99,6.05,3.06,0.08,0.08,6.80,2.12,8.30,9.91,43.67,31.84,6.29,17.14,79.31,23.30,70.53,0.65
4-Oct-24,52.95,10.40,12.81,1.98,6.05,3.06,0.08,0.08,6.77,2.12,7.88,9.81,43.65,32.57,6.29,16.97,79.03,23.40,70.24,0.65
5-Oct-24,52.97,10.35,12.81,2.00,6.02,3.06,0.08,0.08,6.79,2.13,7.68,9.58,43.47,32.89,6.38,16.80,79.66,23.10,70.32,0.65
6-Oct-24,53.04,10.37,12.81,1.99,6.02,3.00,0.08,0.08,6.80,2.13,7.78,9.34,43.17,33.02,6.70,16.74,78.27,22.80,70.95,0.66
7-Oct-24,53.03,10.39,12.81,1.99,6.04,3.02,0.08,0.09,6.77,2.12,8.64,9.84,43.66,31.80,6.07,17.26,79.23,23.20,71.27,0.66
8-Oct-24,53.03,10.39,12.82,1.97,6.03,3.02,0.08,0.08,6.79,2.13,8.62,9.89,42.96,32.31,6.23,17.19,78.63,23.30,69.46,0.65
9-Oct-24,53.03,10.45,12.81,1.98,6.03,3.02,0.08,0.08,6.78,2.12,8.17,10.09,43.31,32.41,6.02,17.12,79.02,22.95,71.40,0.66
10-Oct-24,53.04,10.43,12.81,1.97,6.00,3.05,0.08,0.09,6.81,2.13,7.86,9.39,43.21,33.19,6.36,16.80,78.25,23.20,70.89,0.65
11-Oct-24,53.03,10.32,12.81,2.00,6.00,3.03,0.08,0.08,6.81,2.13,8.03,9.47,43.29,32.75,6.46,16.89,78.45,23.40,70.40,0.66
12-Oct-24,52.99,10.43,12.83,2.00,6.01,3.02,0.08,0.08,6.82,2.13,7.49,9.20,43.77,32.88,6.67,16.65,78.91,23.20,71.10,0.66
13-Oct-24,52.97,9.65,12.86,1.95,5.98,3.00,0.08,0.08,6.88,2.15,8.01,9.69,43.77,32.23,6.31,16.99,79.41,23.00,69.92,0.65
14-Oct-24,52.93,10.50,12.84,2.01,6.06,3.03,0.08,0.09,6.79,2.12,8.45,9.96,43.80,31.74,6.06,17.23,78.75,22.60,71.26,0.66
15-Oct-24,52.93,10.38,12.82,2.03,6.03,3.03,0.08,0.08,6.79,2.13,8.08,9.44,43.54,32.71,6.24,16.93,79.29,23.30,71.67,0.67
16-Oct-24,52.95,10.53,12.76,1.97,6.03,3.08,0.07,0.08,6.73,2.12,8.33,9.61,42.69,32.88,6.50,16.97,78.34,23.40,70.62,0.64
17-Oct-24,52.93,10.43,12.80,2.00,6.06,3.05,0.08,0.08,6.74,2.11,7.82,9.90,43.42,32.55,6.31,16.94,79.24,23.10,71.61,0.65
18-Oct-24,52.98,10.50,12.80,2.00,6.02,3.05,0.08,0.08,6.78,2.13,7.99,9.75,42.82,33.07,6.37,16.90,78.73,23.10,71.52,0.66
19-Oct-24,52.93,10.38,12.87,1.98,6.02,3.05,0.08,0.08,6.86,2.14,7.73,9.80,43.24,32.72,6.52,16.85,78.93,23.30,70.79,0.65
20-Oct-24,52.93,10.42,12.92,1.96,6.04,3.05,0.07,0.08,6.88,2.14,8.29,9.77,43.21,32.47,6.27,17.06,79.70,23.10,,0.65
21-Oct-24,52.92,10.35,12.86,1.92,5.99,3.06,0.07,0.09,6.87,2.15,7.53,9.29,44.15,32.66,6.37,16.75,78.73,23.60,70.70,0.63
22-Oct-24,52.88,10.24,12.94,1.96,6.06,3.08,0.08,0.08,6.88,2.14,8.05,9.60,43.11,32.92,6.32,16.91,78.42,23.40,71.05,0.64
23-Oct-24,52.92,10.39,12.86,1.96,6.04,3.03,0.08,0.09,6.83,2.13,8.38,9.77,43.33,32.47,6.05,17.12,78.45,23.10,70.87,0.65
24-Oct-24,52.92,10.48,12.88,1.97,6.04,3.08,0.08,0.09,6.84,2.13,8.54,10.15,43.39,31.81,6.11,17.27,78.64,23.10,70.03,0.64
25-Oct-24,52.66,10.25,13.06,2.04,6.13,3.11,0.08,0.08,6.93,2.13,7.83,9.50,43.61,32.54,6.53,16.84,78.95,23.50,70.53,0.66
26-Oct-24,52.21,9.93,13.43,2.03,6.22,3.16,0.08,0.08,7.21,2.16,7.77,9.64,43.41,32.78,6.35,16.84,78.01,23.70,70.25,0.64
27-Oct-24,51.79,9.98,13.72,2.05,6.42,3.17,0.08,0.09,7.29,2.15,7.72,9.59,43.56,32.68,6.46,16.83,78.97,23.40,69.74,0.65
28-Oct-24,51.69,10.10,13.85,1.99,6.42,3.20,0.08,0.08,7.43,2.16,7.71,9.79,43.31,32.87,6.32,16.86,78.46,23.30,70.19,0.62
29-Oct-24,51.92,10.02,13.59,1.97,6.39,3.21,0.08,0.09,7.21,2.13,7.73,9.44,43.75,32.75,6.34,16.82,78.36,23.10,69.82,0.61
30-Oct-24,52.63,10.28,13.04,1.98,6.11,3.12,0.07,0.08,6.92,2.13,7.77,9.61,44.36,32.03,6.23,16.94,79.04,23.20,70.24,0.63
31-Oct-24,52.68,10.36,13.11,1.99,6.18,3.10,0.08,0.08,6.93,2.12,8.29,9.53,43.70,32.30,6.18,17.05,78.95,23.30,69.91,0.64
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Nov-24,52.69,10.30,12.95,2.07,6.09,3.14,0.07,0.08,6.87,2.13,7.86,9.06,43.87,32.80,6.41,16.78,78.66,22.90,71.02,0.66
2-Nov-24,52.58,10.48,12.86,2.02,6.10,3.17,0.07,0.08,6.76,2.11,7.51,9.38,44.05,32.64,6.43,16.74,78.31,22.80,70.62,0.64
3-Nov-24,52.60,10.17,12.90,1.96,6.17,3.15,0.08,0.08,6.73,2.09,7.30,8.60,44.26,33.02,6.83,16.47,78.13,23.50,71.22,0.62
4-Nov-24,52.61,10.35,12.90,2.00,6.10,3.14,0.08,0.08,6.80,2.11,8.06,9.40,43.25,32.59,6.70,16.86,77.26,23.00,70.12,0.63
5-Nov-24,52.61,10.09,13.14,2.00,6.18,3.13,0.08,0.08,6.96,2.13,8.45,10.19,41.89,32.77,6.71,17.07,78.35,23.60,,0.64
6-Nov-24,52.54,10.32,13.10,2.02,6.20,3.16,0.08,0.08,6.90,2.12,7.85,10.01,43.02,32.52,6.61,16.92,78.03,23.20,71.17,0.64
7-Nov-24,52.05,10.15,13.20,2.07,6.27,3.30,0.08,0.08,6.93,2.11,7.79,9.64,43.63,32.54,6.41,16.88,79.68,23.50,70.30,0.63
8-Nov-24,51.49,10.38,13.63,2.09,6.42,3.44,0.08,0.09,7.21,2.12,7.84,9.43,43.45,32.83,6.46,16.82,79.24,23.30,69.72,0.61
9-Nov-24,52.02,10.30,13.24,2.08,6.28,3.26,0.08,0.08,6.96,2.11,7.59,9.45,43.55,32.86,6.56,16.73,78.91,23.00,69.32,0.64
10-Nov-24,51.98,10.37,13.37,2.00,6.33,3.21,0.08,0.09,7.03,2.11,7.96,9.26,43.79,32.58,6.41,16.86,78.96,23.40,70.36,0.62
11-Nov-24,52.01,10.35,13.33,2.03,6.24,3.24,0.08,0.09,7.10,2.14,7.54,9.39,43.58,32.84,6.65,16.70,78.48,22.90,70.82,0.63
12-Nov-24,52.09,10.46,13.14,2.07,6.14,3.18,0.08,0.08,7.00,2.14,8.06,9.37,43.34,32.52,6.71,16.86,79.87,23.00,70.14,0.65
13-Nov-24,51.64,10.38,13.59,2.11,6.40,3.35,0.08,0.09,7.19,2.12,8.12,9.56,43.68,32.33,6.31,16.99,78.88,23.30,70.94,0.63
14-Nov-24,51.23,10.24,13.79,2.11,6.54,3.51,0.08,0.09,7.26,2.11,7.68,9.45,43.90,32.60,6.36,16.82,78.64,23.40,71.02,0.60
15-Nov-24,51.22,10.30,13.80,2.11,6.47,3.43,0.08,0.09,7.33,2.13,8.20,9.38,44.07,32.07,6.28,17.01,79.31,23.20,70.66,0.62
16-Nov-24,51.28,10.36,13.74,2.15,6.41,3.41,0.08,0.09,7.33,2.14,8.05,9.23,43.70,32.55,6.47,16.87,78.75,22.80,70.21,0.63
17-Nov-24,51.63,10.31,13.56,2.11,6.38,3.35,0.08,0.09,7.18,2.12,8.18,9.58,43.00,32.69,6.55,16.93,79.23,23.40,70.88,0.63
18-Nov-24,52.21,10.36,13.18,2.05,6.18,3.26,0.08,0.08,7.00,2.13,7.79,9.72,43.07,32.78,6.64,16.83,78.82,23.00,69.92,0.63
19-Nov-24,52.10,10.38,13.14,2.16,6.23,3.22,0.08,0.09,6.91,2.11,8.05,9.61,44.53,31.62,6.20,17.06,79.58,23.20,70.84,0.67
20-Nov-24,52.18,10.31,13.25,2.10,6.21,3.19,0.08,0.08,7.04,2.13,8.12,10.02,43.79,31.81,6.27,17.12,79.97,23.60,71.12,0.66
21-Nov-24,53.18,10.32,12.55,1.95,5.94,3.02,0.07,0.09,6.61,2.11,8.06,9.80,43.18,32.83,6.15,16.98,78.87,23.20,70.34,0.65
22-Nov-24,53.69,10.39,12.14,1.97,5.72,3.00,0.07,0.09,6.42,2.12,8.08,9.82,43.02,32.94,6.14,16.98,79.69,23.20,70.86,0.66
23-Nov-24,53.95,10.44,11.90,1.98,5.58,2.99,0.07,0.08,6.32,2.13,7.71,9.62,44.43,31.98,6.26,16.93,79.15,23.20,70.21,0.66
24-Nov-24,53.98,10.43,11.84,1.98,5.61,3.04,0.07,0.08,6.22,2.11,7.51,9.56,43.68,32.82,6.43,16.75,79.14,22.80,71.04,0.65
25-Nov-24,54.02,10.22,11.82,1.87,5.58,2.99,0.07,0.08,6.24,2.12,7.54,9.51,44.43,32.32,6.20,16.84,78.54,23.60,70.85,0.63
26-Nov-24,53.54,10.20,12.24,1.93,5.76,3.02,0.07,0.08,6.48,2.13,8.13,9.74,44.41,31.45,6.28,17.11,77.96,23.30,71.24,0.64
27-Nov-24,52.72,10.44,12.87,2.12,6.08,3.08,0.07,0.09,6.79,2.12,8.05,9.26,43.85,32.54,6.31,16.90,78.03,23.50,69.58,0.69
28-Nov-24,52.50,10.45,13.12,1.99,6.15,3.12,0.07,0.08,6.97,2.13,8.03,9.75,43.67,32.35,6.20,17.01,78.87,23.10,70.02,0.64
29-Nov-24,52.48,10.36,13.14,2.03,6.14,3.12,0.07,0.09,7.00,2.14,7.88,9.60,43.49,32.79,6.25,16.89,78.19,23.20,71.02,0.65
30-Nov-24,52.42,10.28,13.13,2.07,6.12,3.11,0.07,0.09,7.01,2.14,7.80,9.39,43.56,32.66,6.60,16.80,78.86,23.40,71.35,0.67
,,,,,,,,,,,,,,,,,,,,#DIV/0!
1-Dec-24,52.41,10.40,13.14,2.06,6.15,3.14,0.07,0.09,6.98,2.14,7.93,9.87,43.94,32.15,6.11,17.03,79.27,23.20,71.65,0.65
2-Dec-24,52.44,10.19,12.91,2.09,6.13,3.14,0.07,0.09,6.77,2.10,7.36,9.44,43.96,32.81,6.45,16.69,78.94,23.20,70.23,0.67
3-Dec-24,52.41,10.35,13.04,2.00,6.13,3.09,0.07,0.08,6.91,2.13,7.89,9.79,43.89,32.30,6.13,16.99,78.93,23.00,71.27,0.65
4-Dec-24,52.36,10.38,13.05,2.04,6.17,3.19,0.08,0.09,6.89,2.12,7.89,9.56,43.66,32.62,6.27,16.90,78.78,23.00,70.88,0.64
5-Dec-24,52.22,10.29,13.18,2.05,6.18,3.24,0.08,0.09,7.00,2.13,6.98,8.91,44.50,33.05,6.56,16.47,78.55,23.10,71.84,0.63
6-Dec-24,52.22,10.38,13.17,2.12,6.21,3.25,0.08,0.09,6.97,2.12,7.44,8.80,44.86,32.42,6.48,16.65,78.91,23.00,70.62,0.65
7-Dec-24,51.92,10.26,13.48,1.97,6.33,3.27,0.08,0.09,7.15,2.13,7.36,8.54,44.66,33.01,6.45,16.54,78.29,23.50,70.28,0.60
8-Dec-24,52.55,10.46,12.89,1.86,6.04,3.20,0.07,0.09,6.85,2.13,6.82,8.35,45.29,33.10,6.45,16.35,79.40,22.60,71.04,0.58
9-Dec-24,53.38,10.56,12.58,1.92,5.70,3.07,0.07,0.08,6.88,2.21,7.37,9.07,44.83,32.64,6.10,16.71,79.85,22.90,69.53,0.62
10-Dec-24,53.75,10.36,12.06,1.99,5.60,3.09,0.07,0.09,6.46,2.15,8.00,9.60,43.62,32.65,6.13,16.95,79.31,23.10,70.23,0.64
11-Dec-24,53.94,10.46,12.03,2.00,5.48,3.07,0.07,0.08,6.55,2.20,8.08,9.57,43.33,32.75,6.27,16.94,79.65,23.40,,0.65
12-Dec-24,53.93,10.38,12.00,1.98,5.48,3.05,0.07,0.08,6.52,2.19,8.16,9.72,42.93,32.94,6.25,16.97,79.92,23.70,70.62,0.65
13-Dec-24,53.86,10.33,12.07,1.94,5.50,3.08,0.07,0.08,6.57,2.19,8.06,9.87,43.31,32.39,6.39,17.00,79.30,23.20,69.28,0.63
14-Dec-24,53.84,10.22,12.04,1.99,5.48,3.12,0.07,0.08,6.56,2.20,7.78,8.84,44.09,32.74,6.55,16.71,79.06,23.10,70.18,0.64
15-Dec-24,53.79,10.21,12.18,1.95,5.57,3.10,0.07,0.08,6.62,2.19,7.97,9.65,42.69,33.09,6.61,16.84,79.58,23.50,70.54,0.63
16-Dec-24,53.79,9.95,12.23,1.93,5.50,3.12,0.07,0.08,6.73,2.22,7.02,9.88,44.76,31.44,6.90,16.74,78.81,23.50,69.42,0.62
