 DATE,                                     CHEMICAL ANALYSIS,,,,,,,,Avl. lime,Basicity  (B2),     SCREEN  ANALYSIS,,,,,%MPS,TI,RDI,RI,MgO/Al2O3
,%T(Fe),%FeO,%CaO,%MgO,%SiO2,%Al2O3,%K2O,% P,Avl. lime,Basicity  (B2),%+40MM,%40+25MM,%25+10MM,%10+5MM,%5 MM,%MPS,TI,RDI,RI,MgO/Al2O3
30-Oct-25,53.48,10.21,11.90,2.06,6.01,3.19,0.08,0.09,5.89,1.98,7.49,9.70,43.71,32.71,6.39,16.79,78.12,24.00,70.69,0.64
31-Oct-25,53.52,10.29,11.87,2.09,6.01,3.15,0.08,0.09,5.86,1.97,7.67,9.84,44.36,31.88,6.26,16.96,,,,0.66
1-Nov-25,53.51,10.32,11.84,2.08,6.00,3.17,0.08,0.09,5.84,1.97,7.60,9.50,43.81,32.52,6.57,16.78,79.81,23.20,73.44,0.66
2-Nov-25,53.39,10.40,11.92,2.07,6.07,3.25,0.08,0.09,5.85,1.96,7.10,9.43,44.20,32.87,6.41,16.62,78.79,23.80,70.88,0.64
3-Nov-25,53.36,10.37,11.90,2.08,6.11,3.30,0.08,0.09,5.79,1.95,7.38,9.14,44.23,33.06,6.21,16.66,79.21,23.60,71.45,0.63
4-Nov-25,53.58,10.33,11.86,2.05,6.03,3.14,0.08,0.09,5.83,1.97,7.12,9.37,44.30,33.05,6.17,16.63,80.16,24.00,70.66,0.65
5-Nov-25,53.82,10.35,11.68,2.00,5.95,3.07,0.08,0.08,5.73,1.96,7.37,9.59,44.02,32.50,6.51,16.74,77.86,23.60,72.08,0.65
6-Nov-25,53.83,10.31,11.68,2.05,5.91,3.05,0.08,0.09,5.78,1.98,7.59,9.56,44.15,32.32,6.39,16.83,79.58,23.20,71.15,0.67
7-Nov-25,53.85,10.23,11.67,2.07,5.93,3.05,0.08,0.08,5.74,1.97,7.14,9.21,43.94,33.04,6.67,16.54,78.52,23.40,70.64,0.68
8-Nov-25,53.86,10.38,11.68,2.04,5.91,3.05,0.08,0.08,5.77,1.98,7.73,9.40,43.84,32.48,6.55,16.81,79.65,24.20,70.68,0.67
9-Nov-25,53.66,10.31,11.84,2.06,6.00,3.09,0.08,0.09,5.84,1.97,7.40,9.76,44.52,32.11,6.20,16.86,78.80,24.80,71.39,0.67
10-Nov-25,53.37,10.31,11.92,2.12,6.08,3.22,0.08,0.09,5.84,1.96,7.94,9.70,43.75,32.64,5.96,16.98,79.60,24.20,69.96,0.66
11-Nov-25,53.42,10.38,11.94,2.09,6.07,3.18,0.08,0.08,5.87,1.97,7.64,9.77,45.67,30.91,6.01,17.07,78.54,24.00,71.75,0.66
12-Nov-25,53.61,10.29,11.78,2.09,5.98,3.16,0.08,0.08,5.81,1.97,6.89,9.80,44.35,32.41,6.55,16.64,79.06,23.60,70.54,0.66
13-Nov-25,53.56,10.32,11.86,2.04,6.01,3.14,0.08,0.08,5.85,1.97,7.42,9.55,43.86,32.70,6.48,16.73,78.50,24.40,71.68,0.65
14-Nov-25,53.51,10.31,11.87,2.05,6.06,3.20,0.08,0.09,5.81,1.96,7.38,9.80,43.84,32.60,6.38,16.78,79.06,24.60,70.22,0.64
15-Nov-25,53.52,10.22,11.91,1.97,6.03,3.20,0.07,0.09,5.88,1.98,7.28,9.17,44.54,32.38,6.63,16.65,78.60,23.20,69.72,0.62
16-Nov-25,53.52,10.28,11.95,1.94,6.04,3.18,0.07,0.08,5.91,1.98,6.92,9.23,44.85,32.62,6.38,16.57,79.20,24.80,73.41,0.61
17-Nov-25,53.52,10.38,11.88,2.03,5.99,3.17,0.07,0.09,5.89,1.98,7.53,9.41,44.78,32.26,6.02,16.85,78.92,24.40,,0.64
18-Nov-25,53.33,10.30,11.92,2.16,6.05,3.27,0.08,0.09,5.87,1.97,7.32,9.67,45.38,31.58,6.04,16.90,79.34,24.00,72.77,0.66
19-Nov-25,53.43,10.20,11.92,2.09,6.07,3.20,0.08,0.08,5.84,1.96,7.02,9.36,44.10,32.93,6.59,16.56,78.32,24.80,74.73,0.65
20-Nov-25,53.40,10.19,11.84,2.14,6.02,3.24,0.08,0.08,5.82,1.97,7.42,9.36,45.46,31.73,6.04,16.87,77.92,24.40,69.86,0.66
21-Nov-25,53.51,10.16,11.73,2.17,5.92,3.20,0.08,0.09,5.81,1.98,7.25,8.83,44.24,32.80,6.88,16.51,79.54,24.20,72.46,0.68
22-Nov-25,53.47,10.25,11.74,2.17,5.99,3.15,0.07,0.09,5.75,1.96,7.25,9.24,44.77,32.66,6.08,16.70,78.22,24.80,71.64,0.69
23-Nov-25,53.47,10.29,11.82,2.13,6.01,3.19,0.08,0.08,5.81,1.97,7.53,9.38,44.04,32.62,6.44,16.75,79.12,24.00,73.47,0.67
24-Nov-25,53.42,10.24,11.85,2.15,6.04,3.17,0.08,0.08,5.81,1.96,7.51,9.33,44.13,32.77,6.27,16.75,78.64,23.80,72.62,0.68
25-Nov-25,53.54,10.34,11.71,2.18,5.97,3.19,0.08,0.08,5.74,1.96,7.19,9.45,44.62,32.34,6.39,16.70,80.87,23.70,72.03,0.68
26-Nov-25,53.65,10.21,11.74,2.10,5.98,3.15,0.08,0.08,5.76,1.96,7.52,9.26,44.68,32.08,6.47,16.78,78.88,24.00,73.20,0.67
27-Nov-25,53.65,10.31,11.75,2.12,5.96,3.14,0.08,0.08,5.79,1.97,7.65,9.78,44.30,31.92,6.34,16.93,79.02,24.20,72.32,0.67
28-Nov-25,53.68,10.26,11.67,2.13,5.94,3.13,0.08,0.08,5.73,1.97,7.42,9.61,43.59,32.79,6.59,16.71,81.02,24.30,73.62,0.68
29-Nov-25,53.53,10.22,11.87,2.13,6.03,3.10,0.08,0.08,5.84,1.97,7.48,9.69,45.22,31.54,6.07,16.95,79.30,24.00,74.30,0.69
30-Nov-25,53.54,10.16,11.81,2.10,6.05,3.14,0.08,0.08,5.76,1.95,7.57,9.16,44.49,32.51,6.28,16.76,,,,0.67
1-Dec-25,53.45,10.14,11.88,2.17,6.09,3.13,0.08,0.08,5.79,1.95,7.65,9.59,44.50,31.84,6.42,16.90,77.90,22.80,70.71,0.69
2-Dec-25,53.40,10.23,11.88,2.20,6.11,3.12,0.08,0.09,5.77,1.94,7.34,9.65,43.60,32.74,6.67,16.69,79.26,25.60,72.65,0.71
3-Dec-25,53.43,10.19,11.89,2.11,6.07,3.14,0.08,0.09,5.82,1.96,7.41,9.43,44.49,32.37,6.30,16.77,80.36,23.70,73.41,0.67
4-Dec-25,53.40,10.25,11.91,2.14,6.11,3.13,0.08,0.09,5.81,1.95,7.24,9.15,45.07,31.98,6.57,16.68,78.12,23.20,71.73,0.68
5-Dec-25,53.33,10.30,12.04,2.14,6.08,3.12,0.08,0.09,5.96,1.98,6.98,9.25,46.27,31.22,6.28,16.74,77.52,25.90,69.10,0.68
6-Dec-25,53.27,10.22,12.02,2.23,6.13,3.14,0.08,0.09,5.88,1.96,7.97,10.10,43.50,32.14,6.29,17.05,79.54,24.80,73.74,0.71
7-Dec-25,53.20,10.25,12.06,2.15,6.15,3.20,0.08,0.09,5.91,1.96,7.16,8.81,45.02,32.53,6.48,16.57,80.04,24.00,70.17,0.67
8-Dec-25,53.18,10.28,12.20,2.14,6.20,3.11,0.08,0.09,5.99,1.97,6.88,9.85,45.61,31.70,5.96,16.80,78.80,23.80,73.91,0.69
9-Dec-25,53.14,10.12,12.16,2.14,6.22,3.18,0.08,0.09,5.94,1.96,7.33,9.26,45.86,31.77,5.78,16.86,,23.40,,0.67
10-Dec-25,53.10,10.09,12.24,2.09,6.23,3.16,0.08,0.09,6.01,1.96,8.13,9.92,43.92,31.64,6.40,17.10,78.25,23.80,73.03,0.66
11-Dec-25,53.17,10.31,12.16,2.09,6.20,3.18,0.08,0.09,5.96,1.96,7.36,9.33,44.61,32.38,6.33,16.74,79.32,24.20,69.31,0.66
12-Dec-25,53.14,10.17,12.31,2.08,6.21,3.12,0.08,0.09,6.09,1.98,7.65,9.54,44.17,32.15,6.50,16.85,77.52,24.80,71.15,0.67
13-Dec-25,53.15,10.37,12.20,2.13,6.17,3.13,0.08,0.09,6.03,1.98,7.21,9.37,44.27,32.84,6.31,16.66,80.10,24.80,68.42,0.68
14-Dec-25,53.15,10.24,12.15,2.13,6.19,3.15,0.08,0.09,5.96,1.96,7.88,9.85,44.01,32.03,6.22,17.01,77.90,24.20,73.00,0.68
15-Dec-25,53.17,10.22,12.13,2.16,6.17,3.15,0.08,0.09,5.96,1.97,7.66,9.51,43.98,32.35,6.49,16.82,78.54,23.00,71.13,0.68
16-Dec-25,52.92,10.30,12.48,2.11,6.31,3.09,0.09,0.09,6.17,1.98,7.05,9.07,44.34,32.64,6.90,16.50,78.28,23.60,72.44,0.68
17-Dec-25,52.98,10.26,12.34,2.15,6.33,3.09,0.09,0.09,6.01,1.95,8.11,9.91,44.56,31.45,5.98,17.17,79.89,24.20,73.26,0.70
18-Dec-25,52.91,10.24,12.43,2.07,6.35,3.10,0.09,0.08,6.08,1.96,7.47,9.45,43.88,32.69,6.52,16.73,80.02,23.40,71.97,0.67
19-Dec-25,52.93,10.12,12.47,2.06,6.31,3.12,0.08,0.08,6.16,1.98,7.46,9.52,43.67,32.71,6.64,16.71,78.12,24.40,70.50,0.66
20-Dec-25,52.93,10.26,12.37,2.15,6.28,3.12,0.08,0.08,6.10,1.97,7.65,10.01,44.70,31.73,5.92,17.05,79.45,23.80,71.02,0.69
21-Dec-25,52.96,10.38,12.33,2.17,6.25,3.12,0.08,0.08,6.08,1.97,7.10,8.95,44.64,32.55,6.76,16.53,80.45,24.40,73.34,0.70
22-Dec-25,52.94,10.36,12.35,2.13,6.23,3.14,0.08,0.08,6.11,1.98,7.34,9.55,44.65,32.15,6.30,16.79,78.68,23.60,70.57,0.68
23-Dec-25,52.97,10.24,12.30,2.14,6.26,3.15,0.08,0.08,6.04,1.97,7.91,9.44,43.69,32.54,6.42,16.87,79.48,23.80,72.34,0.68
24-Dec-25,52.96,10.26,12.36,2.14,6.28,3.13,0.08,0.08,6.07,1.97,7.57,9.49,43.89,32.61,6.45,16.78,79.04,24.40,71.44,0.68
25-Dec-25,52.92,10.22,12.36,2.14,6.26,3.16,0.08,0.08,6.10,1.97,7.70,9.59,44.06,32.44,6.21,16.88,80.12,23.40,70.55,0.68
26-Dec-25,52.94,10.25,12.37,2.16,6.30,3.11,0.08,0.08,6.07,1.96,7.30,9.27,44.09,32.88,6.48,16.64,79.24,23.80,72.39,0.69
27-Dec-25,52.91,10.13,12.34,2.14,6.30,3.15,0.08,0.08,6.04,1.96,7.89,9.41,44.02,32.55,6.13,16.91,78.52,24.80,71.46,0.68
28-Dec-25,52.92,10.24,12.35,2.18,6.24,3.17,0.08,0.08,6.11,1.98,7.45,9.49,43.32,33.06,6.68,16.66,79.98,24.40,73.34,0.69
29-Dec-25,52.92,10.30,12.34,2.17,6.27,3.14,0.08,0.09,6.07,1.97,7.58,9.63,43.67,32.65,6.48,16.79,78.64,23.80,72.44,0.69
30-Dec-25,52.83,10.22,12.51,2.15,6.29,3.14,0.08,0.09,6.23,1.99,7.91,9.81,44.40,31.65,6.23,17.05,79.12,24.20,73.48,0.69
31-Dec-25,52.88,10.23,12.41,2.18,6.23,3.21,0.08,0.09,6.18,1.99,7.76,9.78,44.18,32.11,6.17,16.96,,,,0.68
1-Jan-26,52.77,10.24,12.54,2.12,6.13,3.20,0.08,0.09,6.41,2.05,6.98,9.86,44.98,32.21,5.99,16.78,77.26,24.00,72.63,0.66
2-Jan-26,52.82,10.28,12.32,2.15,6.19,3.15,0.08,0.09,6.13,1.99,6.56,9.18,44.37,33.02,6.88,16.35,79.24,24.20,70.71,0.68
3-Jan-26,52.73,10.29,12.39,2.05,6.30,3.07,0.09,0.09,6.09,1.97,6.56,9.75,44.26,32.84,6.59,16.50,80.12,24.40,73.64,0.67
4-Jan-26,52.92,10.29,12.45,2.14,6.29,3.07,0.09,0.09,6.16,1.98,6.98,9.61,46.11,31.24,6.08,16.82,78.82,23.60,70.58,0.70
5-Jan-26,53.12,10.32,12.24,2.13,6.15,3.08,0.09,0.09,6.09,1.99,7.55,9.52,44.38,32.30,6.26,16.84,79.10,23.00,71.63,0.69
6-Jan-26,53.16,10.23,12.18,2.14,6.20,3.09,0.08,0.09,5.98,1.96,8.00,9.99,44.79,30.93,6.29,17.16,78.64,24.00,71.14,0.69
7-Jan-26,53.21,10.34,12.15,2.14,6.15,3.07,0.08,0.09,6.00,1.98,7.54,9.92,44.61,31.61,6.31,16.95,78.54,24.20,71.22,0.70
8-Jan-26,53.28,10.24,12.09,2.18,6.10,3.04,0.09,0.09,5.99,1.98,7.73,9.55,45.08,31.54,6.10,16.81,78.56,22.00,71.29,0.72
9-Jan-26,53.23,10.23,12.37,2.14,6.16,3.00,0.15,0.08,6.21,2.01,6.94,10.01,44.40,31.95,6.59,16.71,78.46,23.00,71.38,0.71
10-Jan-26,53.19,10.33,12.30,2.14,6.22,3.07,0.09,0.08,6.09,1.98,7.59,9.73,44.63,31.94,6.58,16.95,78.62,22.60,73.91,0.70
11-Jan-26,53.23,10.36,12.28,2.12,6.19,3.07,0.09,0.09,6.08,1.98,7.47,10.17,45.07,30.14,7.15,16.99,78.76,23.10,72.03,0.69
12-Jan-26,53.19,10.25,12.34,2.12,6.28,3.09,0.09,0.09,6.06,1.97,8.24,9.74,45.94,28.86,7.22,17.26,80.12,23.60,73.88,0.69
13-Jan-26,53.22,10.33,12.19,2.15,6.13,3.12,0.09,0.09,6.06,1.99,6.64,9.62,45.49,32.17,6.09,16.64,79.14,,,0.69
14-Jan-26,53.29,10.29,12.17,2.10,6.15,3.09,0.09,0.08,6.01,1.98,7.23,9.57,42.97,33.04,6.70,16.53,79.14,23.20,,0.68
15-Jan-26,53.19,10.25,12.18,2.13,6.11,3.08,0.09,0.08,6.07,1.99,6.98,9.31,44.81,32.64,6.26,16.61,80.05,,,0.69
16-Jan-26,53.15,10.28,12.28,2.13,6.11,3.12,0.08,0.08,6.16,2.01,7.84,9.81,45.28,30.96,6.12,17.11,79.14,,,0.68
17-Jan-26,53.13,10.23,12.45,2.21,6.16,3.09,0.09,0.08,6.29,2.02,6.55,9.94,45.01,32.40,6.10,16.64,78.82,23.60,73.05,0.72
18-Jan-26,53.23,10.24,12.36,2.10,6.15,3.07,0.09,0.08,6.21,2.01,6.92,10.01,43.87,32.24,6.97,16.64,79.34,24.00,71.97,0.68
19-Jan-26,53.20,10.15,12.40,2.10,6.12,3.06,0.09,0.08,6.28,2.03,6.68,9.97,45.22,31.07,7.06,16.67,80.12,23.20,70.13,0.69
20-Jan-26,53.19,10.35,12.42,2.15,6.15,3.08,0.09,0.08,6.26,2.02,7.07,9.74,43.73,32.42,7.04,16.61,78.24,,,0.70
21-Jan-26,53.13,10.22,12.37,2.15,6.13,3.09,0.09,0.08,6.23,2.02,7.44,10.06,44.04,32.06,6.41,16.89,79.66,24.60,,0.69
22-Jan-26,53.16,10.28,12.35,2.13,6.12,3.10,0.09,0.08,6.23,2.02,6.74,9.16,45.38,31.95,6.78,16.52,77.82,23.80,72.31,0.69
23-Jan-26,53.13,10.32,12.34,2.15,6.08,3.08,0.09,0.08,6.26,2.03,7.04,9.66,44.19,32.50,6.61,16.64,80.22,25.00,68.08,0.70
24-Jan-26,53.23,10.29,12.32,2.13,6.12,3.07,0.09,0.08,6.19,2.01,6.79,9.44,44.60,32.18,6.99,16.52,77.24,23.80,71.19,0.69
25-Jan-26,53.18,10.24,12.38,2.13,6.18,3.10,0.09,0.08,6.21,2.01,7.02,9.80,45.79,30.90,6.50,16.84,80.10,,76.66,0.69
26-Jan-26,53.12,10.30,12.39,2.08,6.19,3.06,0.09,0.08,6.20,2.00,7.23,9.98,44.81,31.37,6.58,16.86,,24.80,75.78,0.68
27-Jan-26,52.88,10.22,12.77,2.13,6.34,3.09,0.10,0.08,6.42,2.01,6.97,9.56,46.33,30.66,6.48,16.81,,,,0.69
28-Jan-26,52.99,10.23,12.48,2.15,6.19,3.11,0.09,0.08,6.29,2.02,7.46,9.60,44.56,31.49,6.89,16.81,,,,0.69
29-Jan-26,53.12,10.28,12.42,2.16,6.14,3.08,0.09,0.08,6.27,2.02,7.04,9.65,45.50,30.86,6.96,16.75,,,,0.70
30-Jan-26,53.09,10.32,12.52,2.15,6.20,3.06,0.10,0.08,6.32,2.02,6.99,10.11,45.24,31.11,6.55,16.85,,,,0.70
31-Jan-26,53.13,10.29,12.52,2.15,6.20,3.06,0.10,0.09,6.32,2.02,7.08,9.78,45.79,30.53,6.83,16.84,,,,0.70
1-Feb-26,53.02,10.43,12.71,2.12,6.28,3.06,0.09,0.09,6.43,2.02,7.18,10.03,46.00,30.66,6.14,16.99,79.34,22.80,72.10,0.69
2-Feb-26,53.04,10.26,12.58,2.14,6.17,3.10,0.09,0.08,6.41,2.04,6.85,9.26,46.06,31.21,6.63,16.66,80.22,23.30,74.92,0.69
3-Feb-26,53.23,10.26,12.39,2.18,6.19,3.15,0.09,0.09,6.20,2.00,6.91,10.25,46.61,30.14,6.10,17.01,81.36,23.20,73.05,0.69
4-Feb-26,53.15,10.25,12.47,2.13,6.20,3.14,0.09,0.08,6.27,2.01,6.97,9.73,45.26,31.97,6.07,16.77,79.22,23.20,72.13,0.68
5-Feb-26,53.16,10.21,12.61,2.08,6.23,3.11,0.09,0.08,6.38,2.02,7.30,10.04,45.90,29.95,6.81,17.00,79.80,23.60,,0.67
6-Feb-26,53.10,10.18,12.45,2.11,6.21,3.09,0.10,0.09,6.24,2.01,7.00,8.84,46.30,31.56,6.30,16.65,80.14,23.60,72.97,0.68
7-Feb-26,53.17,10.30,12.56,2.09,6.24,3.07,0.10,0.08,6.32,2.01,7.32,9.73,46.14,30.61,6.19,16.98,80.34,23.20,75.43,0.68
8-Feb-26,53.24,10.29,12.39,2.12,6.15,3.07,0.10,0.08,6.24,2.01,6.93,9.91,45.46,31.12,6.59,16.79,80.94,23.10,74.67,0.69
9-Feb-26,53.14,10.27,12.53,2.07,6.19,3.06,0.10,0.08,6.34,2.02,6.82,9.73,45.46,31.23,6.77,16.70,79.22,24.00,72.45,0.68
10-Feb-26,53.08,10.27,12.69,2.11,6.28,3.06,0.10,0.08,6.41,2.02,7.06,10.17,44.83,31.33,6.61,16.84,81.10,21.50,72.70,0.69
11-Feb-26,53.10,10.25,12.53,2.11,6.21,3.08,0.10,0.09,6.32,2.02,7.00,9.98,43.58,32.75,6.69,16.64,,23.00,73.19,0.68
12-Feb-26,53.11,10.22,12.50,2.08,6.18,3.09,0.10,0.09,6.32,2.02,6.56,10.32,45.04,30.66,6.69,16.65,79.72,23.50,72.56,0.68
13-Feb-26,53.09,10.21,12.60,2.12,6.24,3.08,0.10,0.09,6.36,2.02,6.87,10.09,45.41,31.57,6.07,16.83,81.16,23.10,73.95,0.69
14-Feb-26,53.12,10.24,12.53,2.12,6.19,3.07,0.10,0.15,6.34,2.02,7.16,10.01,45.86,30.73,6.23,16.96,80.10,23.40,73.05,0.69
15-Feb-26,53.19,10.23,12.47,2.11,6.15,3.07,0.09,0.08,6.32,2.03,6.67,9.34,47.24,30.58,6.17,16.75,81.34,23.10,72.68,0.69
16-Feb-26,53.14,10.36,12.51,2.13,6.14,3.07,0.09,0.08,6.37,2.04,7.02,9.87,45.14,31.38,6.59,16.79,80.45,24.00,74.49,0.70
17-Feb-26,53.12,10.04,12.52,2.08,6.11,3.05,0.09,0.09,6.40,2.05,6.40,9.73,45.41,32.08,6.38,16.55,81.02,23.60,74.45,0.68
18-Feb-26,53.13,10.16,12.51,2.08,6.10,3.06,0.09,0.09,6.41,2.05,7.42,10.31,46.05,29.94,6.29,17.15,81.32,23.30,74.90,0.68
19-Feb-26,53.10,10.20,12.50,2.12,6.16,3.06,0.09,0.09,6.34,2.03,6.72,9.32,46.69,30.46,6.80,16.68,80.92,24.00,72.96,0.69
20-Feb-26,53.14,10.21,12.44,2.20,6.15,3.09,0.09,0.09,6.29,2.02,7.07,9.92,47.17,29.27,6.58,17.02,81.36,23.40,74.50,0.71
21-Feb-26,53.17,10.25,12.42,2.15,6.10,3.04,0.09,0.09,6.32,2.04,7.62,9.78,45.36,30.60,6.65,17.01,81.42,23.30,72.86,0.71
22-Feb-26,53.13,10.28,12.47,2.16,6.11,3.06,0.09,0.09,6.37,2.04,7.37,9.74,45.67,30.70,6.52,16.94,80.54,22.80,74.04,0.70
23-Feb-26,53.20,10.26,12.38,2.13,6.10,3.08,0.09,0.09,6.28,2.03,6.68,9.55,45.71,32.09,5.97,16.67,80.14,23.00,73.65,0.69
24-Feb-26,53.30,10.24,12.39,2.12,6.06,3.05,0.09,0.09,6.33,2.05,6.39,10.04,45.36,31.53,6.68,16.61,81.67,22.40,73.18,0.69
25-Feb-26,53.24,10.24,12.41,2.11,5.99,3.02,0.08,0.09,6.42,2.07,6.33,9.63,45.83,31.46,6.75,16.53,80.32,23.00,74.71,0.70
26-Feb-26,53.19,10.27,12.38,2.12,6.03,3.04,0.08,0.09,6.35,2.05,6.05,9.73,47.03,30.99,6.20,16.59,81.07,23.30,73.09,0.70
27-Feb-26,53.16,10.30,12.39,2.14,6.03,3.05,0.08,0.09,6.35,2.05,6.51,9.49,46.68,31.44,5.88,16.69,80.77,23.40,71.78,0.70
28-Feb-26,53.22,10.27,12.36,2.16,6.05,3.08,0.09,0.09,6.30,2.04,6.68,9.77,45.67,31.92,5.97,16.71,81.14,24.00,,0.70
1-Mar-26,53.20,10.33,12.45,2.13,6.11,3.07,0.09,0.09,6.34,2.04,7.06,9.90,45.34,31.34,6.37,16.84,81.63,23.20,75.56,0.69
2-Mar-26,53.13,10.17,12.51,2.12,6.06,3.06,0.09,0.09,6.45,2.06,6.82,10.06,43.78,32.85,6.49,16.63,80.94,23.60,73.95,0.69
3-Mar-26,53.13,10.30,12.54,2.15,6.14,3.06,0.09,0.09,6.39,2.04,6.49,9.71,44.92,32.08,6.80,16.51,80.67,23.50,73.07,0.70
4-Mar-26,53.12,10.26,12.53,2.13,6.06,3.05,0.09,0.09,6.47,2.07,6.55,9.68,45.22,32.05,6.49,16.58,81.33,23.80,74.82,0.70
5-Mar-26,53.13,10.26,12.48,2.13,6.04,3.03,0.09,0.09,6.44,2.07,6.82,9.32,46.34,31.26,6.27,16.71,81.48,23.60,73.99,0.70
6-Mar-26,53.13,10.30,12.41,2.15,6.04,3.06,0.09,0.09,6.37,2.05,6.39,9.10,45.61,31.95,6.96,16.38,80.94,23.80,74.33,0.70
7-Mar-26,53.14,10.24,12.48,2.15,6.04,3.04,0.09,0.09,6.44,2.06,6.78,9.96,44.84,32.10,6.32,16.70,81.82,23.00,73.22,0.71
8-Mar-26,53.10,10.30,12.56,2.13,6.06,3.04,0.09,0.09,6.50,2.07,6.87,9.71,45.15,31.79,6.47,16.70,81.34,23.40,73.76,0.70
9-Mar-26,53.10,10.28,12.51,2.12,6.08,3.05,0.09,0.09,6.43,2.06,7.34,9.49,45.38,31.51,6.28,16.85,81.67,23.60,75.31,0.70
10-Mar-26,53.12,10.35,12.49,2.15,6.06,3.05,0.09,0.09,6.43,2.06,6.80,8.64,45.20,32.78,6.58,16.40,80.67,23.20,73.16,0.71
11-Mar-26,53.12,10.31,12.49,2.14,6.10,3.07,0.09,0.09,6.39,2.05,6.69,9.25,45.08,32.35,6.64,16.50,81.16,22.00,73.75,0.70
12-Mar-26,53.10,10.24,12.52,2.12,6.11,3.06,0.09,0.09,6.42,2.05,6.87,9.03,44.62,32.64,6.85,16.45,80.36,23.40,72.94,0.69
13-Mar-26,53.15,10.29,12.46,2.13,6.09,3.07,0.09,0.09,6.37,2.04,6.51,9.11,46.86,30.71,6.81,16.61,81.66,23.40,74.83,0.69
14-Mar-26,53.11,10.21,12.48,2.14,6.09,3.09,0.09,0.09,6.39,2.05,6.71,9.02,45.93,31.41,6.92,16.83,80.93,23.10,73.14,0.69
15-Mar-26,53.11,10.30,12.52,2.13,6.12,3.07,0.09,0.09,6.40,2.05,6.88,9.44,45.69,31.43,6.56,16.68,81.10,22.50,74.22,0.69
16-Mar-26,53.12,10.22,12.50,2.14,6.08,3.07,0.09,0.09,6.41,2.06,6.80,9.64,46.01,31.44,6.12,16.75,80.88,22.90,74.27,0.70
17-Mar-26,53.02,10.25,12.92,2.13,6.08,3.09,0.09,0.09,6.85,2.13,6.97,10.00,44.38,32.34,6.32,16.74,81.06,23.30,73.79,0.69
18-Mar-26,52.93,10.14,12.95,2.11,6.05,3.09,0.09,0.09,6.90,2.14,6.76,9.58,45.96,31.32,6.38,16.71,80.94,23.00,72.35,0.68
19-Mar-26,53.02,10.25,12.92,2.11,6.05,3.06,0.09,0.09,6.87,2.14,6.92,9.81,45.16,32.06,6.04,16.76,81.12,23.30,73.78,0.69
20-Mar-26,52.99,10.26,13.00,2.12,6.07,3.09,0.09,0.09,6.93,2.14,6.73,9.86,45.41,31.59,6.40,16.71,80.92,23.00,70.24,0.69
21-Mar-26,52.93,10.24,13.03,2.11,6.08,3.10,0.09,0.09,6.95,2.14,6.96,9.83,44.66,32.04,6.51,16.71,81.14,23.50,73.24,0.68
22-Mar-26,53.01,10.26,12.97,2.12,6.04,3.06,0.09,0.09,6.93,2.15,6.94,9.78,45.36,31.71,6.21,16.77,80.04,23.70,74.94,0.69
23-Mar-26,53.01,10.23,13.01,2.10,6.08,3.08,0.09,0.09,6.93,2.14,7.03,9.54,44.35,31.89,7.18,16.60,80.64,23.00,74.61,0.68
24-Mar-26,53.07,10.28,12.91,2.10,6.01,3.06,0.09,0.09,6.91,2.15,6.80,9.85,44.96,31.84,6.56,16.68,81.34,23.20,74.37,0.69
25-Mar-26,53.08,10.22,12.91,2.10,6.02,3.04,0.09,0.09,6.89,2.14,6.81,9.19,45.70,31.56,6.74,16.58,81.12,23.10,74.68,0.69
26-Mar-26,53.08,10.22,12.87,2.12,6.01,3.06,0.09,0.09,6.86,2.14,6.93,10.04,44.47,32.09,6.47,16.73,81.34,22.50,73.70,0.69
27-Mar-26,53.07,10.25,12.89,2.13,6.02,3.10,0.09,0.09,6.87,2.14,7.09,9.88,45.27,31.31,6.44,16.84,81.09,23.10,74.80,0.69
28-Mar-26,53.07,10.22,12.90,2.12,6.02,3.08,0.09,0.09,6.88,2.14,7.38,10.46,44.06,31.40,6.70,16.95,80.36,22.90,75.06,0.69
29-Mar-26,53.10,10.26,12.85,2.13,6.03,3.09,0.09,0.08,6.83,2.13,6.83,9.34,45.51,31.45,6.88,16.60,80.92,23.60,74.41,0.69
30-Mar-26,53.08,10.24,12.88,2.11,6.00,3.13,0.09,0.09,6.88,2.15,7.04,10.06,44.68,31.81,6.42,16.71,80.46,22.40,75.03,0.67
31-Mar-26,53.08,10.22,12.84,2.07,6.00,3.10,0.09,0.09,6.84,2.14,6.39,9.85,45.42,31.71,6.63,16.57,81.47,23.20,75.05,0.67
