,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date ,Moisture ,Furnace Temp.,WGF Speed (rpm),M/c speed (m/min),Cooler Speed,BTP Temp.,WB 1 Press. (mbar),ESP Inlet Temp. ,ESP Inlet Press. (mbar),Product Temp,%MPS,%6.3MM(TI),Carbon Rate,Fines Generation,RDI,RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Jan-26,5.76,1140.75,888.92,2.32,0.79,438.25,9.86,153.33,118.00,51.50,16.84,79.10,53.03,12.60,23.00,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Jan-26,5.89,1130.25,804.58,2.05,0.71,441.83,8.45,151.67,100.83,41.75,17.16,78.64,56.50,13.70,24.00,71.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jan-26,5.99,1127.42,906.67,2.38,0.80,455.17,10.27,151.08,123.17,54.23,16.95,78.54,55.89,13.70,24.20,71.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Jan-26,5.24,1124.33,911.25,2.38,0.79,433.33,10.83,147.75,125.33,57.33,16.81,78.56,45.88,12.30,22.00,71.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jan-26,5.35,1156.00,891.58,2.22,0.73,431.00,10.95,150.00,121.58,47.25,16.71,78.46,44.44,12.51,23.00,71.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-26,5.91,1133.11,886.33,2.31,0.75,437.33,8.79,154.25,116.33,50.33,16.95,78.62,44.90,12.34,22.60,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-26,5.81,1149.75,880.33,2.26,0.74,446.08,9.26,150.25,117.67,52.50,16.99,78.76,46.98,11.82,23.10,72.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-26,6.11,1140.67,896.25,2.28,0.75,437.58,9.71,150.17,121.75,53.75,17.26,80.12,46.57,12.14,23.60,73.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-26,5.96,1156.25,923.38,2.30,0.78,412.25,9.52,142.00,132.00,62.88,16.64,79.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-26,6.37,1149.75,936.75,2.43,0.80,421.25,8.67,141.25,133.42,70.42,16.53,79.14,46.64,12.45,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-26,6.07,1137.67,891.50,2.32,0.77,427.17,8.61,144.83,121.92,66.42,16.61,80.05,46.19,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Jan-26,5.72,1129.17,844.75,2.06,0.68,423.75,8.73,149.42,112.17,50.08,17.11,79.14,45.75,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-26,6.18,1134.08,935.33,2.32,0.77,421.67,10.27,147.25,132.33,58.42,16.64,78.82,45.76,12.50,23.60,73.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-26,6.21,1134.50,915.00,2.30,0.77,427.00,10.23,151.00,127.33,60.25,16.64,79.34,46.60,12.70,24.00,71.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-26,6.27,1133.17,927.67,2.35,0.77,427.00,10.61,150.42,126.42,65.58,16.67,80.12,46.52,12.83,23.20,70.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-26,6.30,1132.80,929.80,2.47,0.82,417.20,12.16,143.00,129.20,68.00,16.61,78.24,46.60,12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-26,6.50,1156.50,925.00,2.50,0.84,394.08,13.04,132.75,132.00,75.75,16.89,79.66,44.56,12.40,24.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-26,6.52,1151.17,930.92,2.54,0.84,401.00,13.00,133.00,134.00,69.83,16.52,77.82,,,23.80,72.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Jan-26,6.08,1154.08,936.67,2.37,0.80,410.58,13.32,139.58,132.50,59.33,16.64,80.22,,,25.00,68.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-26,5.95,1160.75,939.83,2.46,0.82,399.83,14.01,133.50,137.50,64.17,16.52,77.24,45.88,12.10,23.80,71.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-26,5.65,1149.08,871.42,2.19,0.68,416.83,13.15,141.58,121.25,57.50,16.84,80.10,46.30,13.10,,76.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Jan-26,5.54,1149.50,931.58,2.33,0.77,428.75,13.84,145.92,134.08,66.25,16.86,,,,24.80,75.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-26,5.59,1153.75,895.17,2.12,0.71,425.42,13.57,151.58,124.25,60.58,16.81,,,,22.80,73.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-26,5.90,1161.58,940.42,2.36,0.79,434.67,13.91,145.92,133.17,64.25,16.81,,47.15,12.40,21.60,73.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-26,5.86,1154.83,937.33,2.41,0.80,450.42,13.89,148.33,129.75,68.50,16.75,,,,23.70,74.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Jan-26,5.57,1155.92,914.83,2.36,0.81,433.25,13.13,146.67,126.33,65.08,16.85,,49.15,12.35,23.10,72.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jan-26,5.74,1154.67,924.33,2.41,0.81,449.00,12.99,150.25,124.25,68.83,16.84,,49.65,13.00,23.10,72.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Feb-26,5.51,1153.75,944.00,2.50,0.83,424.75,13.14,142.50,132.67,74.75,16.99,79.34,49.19,12.60,23.13,74.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Feb-26,5.45,1162.57,938.86,2.33,0.79,442.50,13.59,149.13,130.63,62.63,16.66,80.22,,13.00,23.40,73.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Feb-26,5.64,1161.00,930.20,2.45,0.79,416.38,13.18,142.38,127.25,73.75,17.01,81.36,,,22.90,72.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-26,6.24,1164.67,939.67,2.59,0.85,436.67,12.67,145.33,129.33,72.33,16.77,79.22,,,23.20,72.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Feb-26,5.58,1154.50,941.00,2.54,0.84,424.60,13.14,143.40,133.20,92.00,17.00,79.80,,,23.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Feb-26,5.50,1173.56,874.67,2.25,0.72,418.83,12.32,147.08,119.42,68.58,16.65,80.14,,,23.60,72.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Feb-26,5.74,1158.25,901.58,2.23,0.74,432.17,12.98,150.75,123.08,68.25,16.98,80.34,,,23.20,75.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Feb-26,5.85,1154.00,933.00,2.44,0.81,427.50,12.49,144.75,131.75,64.50,16.79,80.94,,,24.10,74.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Feb-26,5.83,1163.63,904.25,2.40,0.81,442.75,12.62,153.63,119.50,63.88,16.70,79.22,47.93,11.60,22.10,72.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-26,5.70,1165.75,928.58,2.47,0.81,441.83,13.07,145.42,128.67,68.67,16.84,81.10,59.35,12.40,22.60,73.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-26,6.10,1156.09,934.55,2.51,0.83,433.64,12.63,144.18,127.09,62.27,16.64,,51.12,12.30,23.00,72.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-26,6.22,1151.60,937.80,2.55,0.84,444.80,12.25,149.60,124.60,73.40,16.65,79.72,49.42,12.10,23.80,71.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Feb-26,6.72,1162.64,912.91,2.44,0.81,446.00,12.10,144.64,114.64,73.00,16.83,81.16,,,23.10,73.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-26,6.59,1155.25,911.13,2.47,0.82,451.50,10.86,151.88,120.88,72.00,16.96,80.10,,,23.40,73.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-26,5.17,1123.67,894.29,2.24,0.72,441.67,14.40,118.00,129.33,63.33,16.75,81.34,47.86,12.65,23.10,72.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-26,5.96,1179.00,925.11,2.53,0.84,423.89,14.46,143.78,125.11,64.89,16.79,80.45,,,24.40,74.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-26,5.41,1156.83,830.58,2.04,0.70,438.42,13.78,151.00,110.17,58.08,16.55,81.02,,,24.00,75.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-26,5.63,1142.17,869.08,2.15,0.69,445.33,12.76,151.67,111.25,60.58,17.15,81.32,,,23.00,74.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-26,5.84,1149.83,937.17,2.52,0.83,423.67,13.79,139.83,130.92,76.83,16.68,80.92,,,24.00,72.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Feb-26,5.88,1141.58,930.33,2.55,0.85,421.17,14.17,137.92,130.08,80.08,17.02,81.36,48.51,12.65,23.40,74.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-26,6.07,1147.33,937.00,2.54,0.84,447.58,13.38,144.67,119.33,76.75,17.01,81.42,,,23.30,72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-26,5.88,1155.00,936.33,2.53,0.83,421.17,14.03,141.17,128.75,77.67,16.94,80.54,,,22.80,74.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-26,5.98,1155.08,939.42,2.54,0.84,423.25,14.19,142.17,128.83,83.00,16.67,80.14,44.15,14.10,23.00,73.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-26,5.98,1158.67,920.83,2.51,0.83,413.92,14.12,138.00,126.75,74.75,16.61,81.67,,,22.40,73.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-26,5.92,1151.75,925.67,2.55,0.85,422.08,14.32,136.58,130.42,84.42,16.53,80.32,,,22.80,73.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-26,5.94,1150.83,931.17,2.54,0.84,408.83,14.48,135.08,128.25,88.33,16.59,81.07,47.61,12.80,23.80,73.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Feb-26,5.83,1155.25,940.75,2.54,0.85,414.83,14.67,139.50,129.92,90.42,16.69,80.77,49.15,13.20,23.40,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-26,5.83,1152.92,898.42,2.38,0.80,397.43,14.05,139.83,121.83,89.50,16.71,81.14,47.31,13.70,24.00,73.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Mar-26,6.23,1161.17,939.58,2.53,0.84,419.83,14.68,145.33,128.08,92.50,16.84,81.63,,,23.60,75.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Mar-26,5.71,1131.58,849.50,2.26,0.81,404.42,13.35,145.63,107.50,76.00,16.63,80.94,49.46,13.10,23.50,72.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-26,5.91,1160.00,938.33,2.60,0.85,444.25,13.42,150.25,125.08,84.17,16.51,80.67,,,23.60,73.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Mar-26,6.03,1164.00,934.13,2.58,0.86,451.00,13.88,150.88,122.50,86.50,16.58,81.33,45.86,13.60,23.90,74.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Mar-26,6.25,1148.33,940.58,2.59,0.86,422.75,13.96,144.25,129.08,89.83,16.71,81.48,,13.50,23.30,73.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Mar-26,5.97,1161.20,886.80,2.44,0.83,360.00,16.58,132.60,135.80,81.60,16.38,80.94,48.69,13.60,23.40,73.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Mar-26,5.72,1173.58,942.50,2.56,0.85,380.50,17.42,130.75,135.33,92.50,16.70,81.82,51.19,13.75,23.50,74.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Mar-26,5.87,1180.33,934.08,2.57,1.01,425.92,17.29,143.75,127.83,86.92,16.70,81.34,51.14,13.63,23.50,74.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Mar-26,5.79,1169.63,946.25,2.59,0.86,417.00,16.92,142.88,130.50,91.75,16.85,81.67,49.59,13.60,23.40,74.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-26,5.86,1176.92,942.83,2.57,0.85,422.42,17.11,143.08,130.00,92.92,16.40,80.67,51.00,13.50,22.40,72.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-26,6.30,1174.83,943.25,2.59,0.86,421.00,16.94,144.33,127.67,90.25,16.50,81.16,50.39,13.55,23.60,72.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-26,6.53,1158.25,877.25,2.57,0.86,419.33,17.19,142.00,126.33,86.50,16.45,80.36,52.49,13.25,23.10,74.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Mar-26,7.20,1168.25,933.42,2.61,0.87,428.33,17.83,139.17,123.67,90.08,16.61,81.66,50.05,13.25,23.30,74.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-26,6.77,1178.92,931.75,2.62,0.86,424.08,17.42,141.83,125.33,83.58,16.83,80.93,52.35,13.40,22.70,73.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-26,6.74,1174.50,936.25,2.66,0.88,403.58,18.30,139.25,127.17,82.08,16.68,81.10,53.68,13.40,22.80,74.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-26,6.44,1148.18,835.55,2.18,0.75,406.91,15.80,144.64,109.27,70.64,16.75,80.88,52.58,13.40,23.50,74.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-26,6.01,1176.83,940.92,2.62,0.86,418.00,18.32,139.75,131.83,85.50,16.74,81.06,50.15,12.60,23.00,73.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-26,6.50,1177.42,939.75,2.61,0.87,401.00,19.60,140.00,126.75,84.08,16.71,80.94,51.75,13.40,23.10,73.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-26,6.77,1166.75,934.88,2.54,0.85,418.13,18.72,152.75,119.75,76.50,16.76,81.12,53.48,13.20,23.10,71.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar-26,6.58,1173.25,939.50,2.64,0.87,442.50,18.70,148.88,122.25,70.63,16.71,80.92,57.00,13.00,23.80,72.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar-26,6.25,1177.55,928.09,2.57,0.88,429.45,17.90,142.55,126.27,76.27,16.71,81.14,56.68,12.10,23.50,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-26,6.55,1175.60,926.20,2.55,0.86,407.80,18.00,146.60,123.60,77.80,16.77,80.04,54.45,12.10,23.20,74.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-26,6.38,1166.13,942.67,2.61,0.87,439.83,18.22,148.67,125.08,83.50,16.60,80.64,54.75,13.65,23.40,74.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-26,6.37,1170.63,942.88,2.66,0.88,423.50,18.55,144.50,129.38,82.50,16.68,81.34,,,22.90,73.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-26,6.76,1182.08,945.08,2.64,0.87,425.08,18.31,143.58,125.67,82.08,16.58,81.12,52.62,13.05,22.70,73.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-26,6.90,1169.50,934.00,2.60,0.86,443.63,18.49,150.25,122.00,91.88,16.73,81.34,53.35,13.30,22.90,74.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar-26,6.89,1165.25,863.08,2.46,0.82,454.50,17.65,148.13,108.38,75.00,16.84,81.09,51.35,12.85,23.00,74.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar-26,6.70,1162.25,863.25,2.44,0.81,426.63,17.78,147.38,117.13,81.00,16.95,80.36,56.00,11.70,23.40,75.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-26,6.62,1158.29,949.14,2.69,0.89,430.57,19.12,147.57,125.71,97.43,16.60,80.92,54.61,,22.70,75.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-26,7.34,1144.00,926.56,2.63,0.87,457.11,17.87,152.67,117.22,88.56,16.71,80.46,,,23.00,74.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-26,6.85,1156.75,944.42,2.64,0.87,448.33,17.38,149.50,122.58,91.08,16.57,81.47,,13.30,23.00,74.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
